IDREVIEW,HOTELID,REVIEW
21,1724,Sep 28 2009 	Very nice hotel walking distance to Connaught Place	Very nice hotel with helpful staff and walking distance to Connaught Place
15,1728,"Jul 6 2009 	Pleased with my stay....	Inspite of some bad reviews on the net, I took a chance and stayed at the park during my last trip to Delhi. Ive stayed at &quot;The park&quot; Calcutta on several occasions, where I found the room, service and food to be top notch - the prices were pretty spectacular too, I must add! The property in Delhi was pretty good and I guess if one is not familiar with the design &amp; service philospy of the park group - the rooms &amp; ambience might seem a tad strange. All the fittings in my room and bath were fine - i was really pleased that my room had atleast half a dozen plug points."
16,1728,"Jul 1 2009 	Ok	I can't say too much good about this place, but not too much bad either. Our room was small but fine. The loud streets of Delhi are right out our window and pigeons were sitting on the ledge the whole time. That would be fine except the feathers actually were under the window and behind our bed. Not too sanitary if you ask me. Dogs barked all night on the street, you are in the middle of the city, you know? The restaurant was good, the Fire restaurant was excellent. Room service was really good one night as I had a falafel and hummous wrap, yummy! It's got a cool feel to it, but that's about it. The breakfast was nothing special and the staff were blah... Sorry I don't have much better to say."
17,1728,Jun 27 2009 	Not worth the money	Dowdy room and bathroom.Very expensive restaurant.Pathetic staff uniforms.
18,1728,"Jun 21 2009 	mal-functioning and poor service	upgrade to club level without all privileges. We had to pay for our Sula wine served in champagne flutes. No snacks.room somehow &quot;cheaply&quot; furnished despite on club level. rain shower very inefficiently working especially getting rid of shampoo and conditioner took ages. The water tempertaure could not be ajusted: remaining only hand-warm. The aircon could not be adhusted: either Hot or FREEZING. The hair blower had powercuts and was of no use at all.The packed breakfast (incl. in the rate and a necessity due to early check-out) consisted or one sandwhich and an apple!The hotel as a whole impressed through unfriendliness, lack of service and malfunctioning features in the room.I particularly disliked the &quot;design&quot; features in the room which were not comfortable at all: 2 tiny tables attached to the couch instead of a decent table which made room service dinner unpleasant.The hotel seemed somehow CHEAP from A to Z."
19,1728,"Jun 18 2009 	Funky glitzy Indian Five star	One of the pretenders to being a great hotel in Delhi with an Indian twist.The decor is utterly modernistic (though not arty in my view) with the lobby full of glaring shades. However it just cant match the class of the Imperial or hotels like Intercontinetal at Barakhamba (Total business friendly), Claridges or even the Ashok (Excellent value for Money)The rooms are very small when compared to the large ones i have stayed at Intercon or Ashok.Everything else is quite good at part with any Five star though nothing home to write about. Would recommend this to anybody who has business at CP in delhi though Intercontinental is better in opinion.The &quot;Fire&quot; is a happening Nightspot and pool not heated. Gym is quite good and the staff polite and cultivated - a sea change from the ashok."
20,1728,"Jun 11 2009 	Love the disco-theque 	I was staying at The park at cannaught place many times. I find the hotel interrior is excellent &amp; good hospitality. They are having the very good break-fast, swimming pool &amp; pub. Try this. Restaurant is very expenssive. INR 2000 for one person minimum for good lunch or dinner. There are recption staff are not helping and asking 150 INR for one print which is unusual in India. Overall the stay was wonderfull."
21,1728,"Jun 10 2009 	Chic and stylish in a central location	I'm a fan of The Park chain of properties in india, and The Park New Delhi demonstrates why.The hotel itself features stylish rooms, great service and an excellent location. Wining and dining on the property attracts the famous and not-so-famous wannabees to the range of bars and restaurants, but for the travellers i have to say that the food is some of the best I have found in any hotel in Delhi.The Park New Delhi offers a very contemporary take on Indian hospitality - and one which I am always happy to accept when I am in the city."
22,1728,Jun 9 2009 	ananda spa himalayas stop over	it is meant to be a 5 star holiday but is more like 3-4 star more 3 star... rooms are clean and pretty basic - the tea making faicilities are in big round brown box where the kettle does not work properly - i expect it was designed by someone who is not very practical....i think it is hidious....reception very helpful and courteous but the same cannot be said about the after services elsewhere.... restaurant a real disappointment - plates/cutlery not clean and the presentation of the buffet/lunch/dinner not appetizing nor appealling....watch out for the rowdy music though i think this hotel should be marked out for teenagers and club goers who do not worry about cleaniless or other detail......
23,1728,"Jun 9 2009 	Functional but unfriendly	Excellent location, bang in Connaught place, jantar mantar, close to offices of Govt and financial establishments, good clean area of Delhi. The hotel is hygenic, quick but unfriendly. Guests are tolerated because you pay. 5 star facilities provided as entitlement not with a smile of hospitality. OK for a quick business trip."
24,1728,"Jun 5 2009 	OK OK OK	Hotel nicely done, but food quality not good, Pub is waste of time"
25,1728,"Jun 2 2009 	Comfort and convenience at sustainable cost	I was welcomed by the front office staff with a smile. It was great to know that I was upgraded to Residence a special category on 9th and 10th floors. Room CategoriesLuxury Room 87Luxury Premium 97The Residence Room 25Deluxe Suite 07Presidential Suite 04Total No. of rooms 220AMENITIESVoice mail, international direct dial, email, internet facilities, safe deposit lockers and in- room safes, minibar, multi-channel color television with satellite TV,in- room temperature control, hairdryers, in- house laundry, fresh flowers, seasonal fruits, newspaper of choice. The Residence Room and Suites feature Personal fax, VCD player, computer on request, individual digital safe, private Jacuzzi, butler service,private loungeand library.Doctor on call, disabled access and no smoking rooms. 24 hrs currencyexchange, 24hrs car hire, and travel services, baby sitting, free carparking and valet services confectionery shop.Electricity: 220V, 50 cycles and 110 V adapters, Guest ElevatorsSERVICE OUTLETSMIST - All Hours Dining RestaurantThe Box - The Box is the city's best address for handpicked gifts items, beauty products, home accessories, stationery, unusual gift items and fashion.Agni: The 35 foot long bar creates its own magicFire: The new Indian restaurant at The Park, New Delhi is designed with the basic element of fire in mind.3 banquet halls: Mantra , Yantra - I and Yantra - II including the prefunction area have a capacity of people in informal style. Aura The Spa brings to you an unforgettable experience with handpicked ingredients, which are used for their purifying and detoxifying properties. Our spa therapists are professionally and extensively trained in a variety of styles and massages that can be customized for you.Aqua: The swimming pool set in the garden, open for members and resident guests from 7am to 7 pm, with lifeguard on duty.The Salon: A beauty parlour and barber shop offering exclusive beauty services and specialized hair care for both men and women.The Spa: The health club and fitness centre offers a range of international fitness machines. 2 private rooms with individual sauna and steam unit and massage facilities are also available. Open for members and residents only."
26,1728,"Jun 2 2009 	Agi Pub Rocks at this Place!	Rooms are clean and comfortable. The location is excellent and you are centrally located but inspite of this hotel being in CP, there is no noise in the rooms. Best part of this place, specially if you are a party animal is the pub cum disc - The Agni. The place is live and kicking till 3 in the morning so for all party lovers and thirsty crows, this is the place.You can get good food till late hours"
27,1728,"May 13 2009 	Over rated	This hotel is very contemporary, but not classy. Things don't look luxurious, but rather a little on the cheap side. Room furnishings looked a little tired and worn.Lobby and bar are not large enough.Poolside is okay - nice for morning yoga before anyone gets up."
28,1728,May 12 2009 	The park again	very good hotel with beuatiful multi cuisine restaurant
29,1728,"May 6 2009 	Its a Ok hotel	Visited this hotel on a business visit and was the hotel was ok not that great. Cant have a business meetings inside hotel very loud eating area, rooms are too small its a much compact hotel and cant get clients here for a business deals. Ambiance is not that great but staff and service is very good. Overall for business dont select this hotel but at a low price if you have work outside and just want to come back and sleep in this hotel then its ok"
30,1728,"May 4 2009 	Loved the room	Hotel park at Delhi , its loacted at New delhi main city , Very close to cannought place and we had taken a Suit which was the most amazing room I had ever seen . I was in the 10th floor with perfect ambience and perfect climate at delhi. It was a magnificient room and the bathroom was very beautifully made. I have stayed their for 2 nights , Hotel also had beautiful restaurant at the top floor with a beautiful view . they have a pub downstairs , shopping is easy as market is close by . Good Food , Good service and everything was Perfect ."
31,1728,"Apr 23 2009 	Excellent Location	Very clean hotel in an excellent location. Plenty of restaurants within walking distance from the hotel. Hotels own restaurants are very good aswell. Service was what you would expect from a 5 star deluxe. Staff very pleasant &amp; courteous. There is a lot going on around the hotel as it is centrally located.Be wary of locals approaching you &amp; trying to be friendly, i.e &quot; I don't want anything, I'm just a student &amp; want to practice my english&quot;. They are just trying to con you into going to stores that pay them to get customers in.Airport is no more than 30 minutes away, so hotel is very central."
32,1728,"Apr 23 2009 	Better options Available	I Stayed at this property for only one night at their standard room.The check inn was a breeze and absoluetely no issues there.The hotel is in need of some major maintainence which u notice while walking towards the room .As u see walls chipping,paint faiding dirty carpet.e.t.cThe rooms though very modern,and upto date.As they were recently renovated(a couple of years back.) The rooms are very clean though a tad smaller in size.Afamily with even a small child will face problem.The bathrooms again were very clean and were of comfortable size.They have a small pool so those who like their pool workouts beter check.The biggest disappointment is their spa,atrociusly priced and not big enough at all.The gym is ok but they don't have any steam and jacuzzi,plus their sauna was a mouse hole.I tried one of their treatments and i was less then impressed.While checking out i kept on waiting for the bell boy for an hour to take my luggage to the reception for my settelemnt of bills,but despite calling twice he didn.t turn up.So with my small child in my lap i had to take my luggage down on my ownThe hotel entrance is very stylish and chic .But overal if u r looking for luxury and leasure there are much better properties available in very close proximity in same prices.Properties which are big and comfortable."
33,1728,Apr 21 2009 	central place	The hotel is located in the central business district of New Delhi and hence is very suitabel for busienss travellers. They have very good club rooms and the decor is exceptional.Food at the fire is really innovative and good.
34,1728,"Apr 18 2009 	Very accessible and luxurious hotel	The Park is situated in the heart of Delhi and thats the biggest plus for a business traveller... Its a nice luxurious hotel, nothing much to complain about, a typical nice 5 star hotel with a typically nice Indian hospitality."
35,1728,"Apr 17 2009 	Comfortable and prime location	The Hotel location is ideal, being in the CBD and just oppsite my office. The hotel tends to be noisy due to a constant influx of tourists at all times. The coffee shop has a good menu at all times. However, the staff is not very efficient. Best part of the coffee shop is the buffet. You have to plan to avoid peak times to get a seat. rooms are very comfortable and well laid out. Cleanliness and house keeping as well as other services are good. The front desk staff is good."
36,1728,"Mar 29 2009	Lovely place to recover from Delhi Belly	I have been surprised by the other comments because I found this hotel, clean, quiet and extremely comfortable - the best bed in India. As I had the room to myself I was not fazed by the bathroom. The service I experienced was superb - there was always someone on hand to help me and boy did I need it!The pool was lovely but unfortunately a little shady. I also had a wonderful facial. My only negative points are the cost of the internet which was certainly excessive and the cost of a bottle of water which I had thought was complimentary while sending emails."
37,1728,"Mar 23 2009 	Bad first impression	The Park attempts to fit itself into the W genre of hotels, albeit failing pretty miserably. I will try to make this really short:1. Night club music audible, at least in my room, until 4 am. Not good considering I had just gotten off a 20 hour flight and had an early call time.2. The lobby and front is infested with mosquitoes. 3. Understandably, even though I have long hair and am male, there is no need to be openly making fun of me for looking like a female [at least to the staff I might have], very unprofessional.4. Rooms are nicely decorated, but removing 23 ornamental pillows from my bed before finally being able to go to sleep is no fun.5. Room had a glass case with relic in it, even though it might seem cool at first, really, it doesn't say so much about the value placed on such important pieces of one's history.6. No wireless.It just wasn't that great, especially for the price. If you read my review of the Trident in Agra you will notice I mention breakfast at 5AM. The staff at the Park were only willing to sell us two day old pastries. So much for the complimentary breakfast.I'm sure there's better hotels to stay at in Delhi. Unless you like to party until 4 am and don't want to deal with trying to find your way home, stay here. All in one."
38,1728,"Mar 23 2009	Not sure about the bathrooms	The hotel is of 4 star standard but trying to be 5 star and not making it. The rooms are a good size but I didn't like the frosted glass walled bathrooms which weren'y very private. The rooms were clean and included TV, DVD, hair dryer, kettle. mini-bar etc. The lifts were rather slow and one of the 3 was out of action. The breakfast was good and there is space to sit outside. There's a pool but I didn't have time to use it. The bar is very expensive - 425 rupees (or 6/$10) for a small bottle of beer! I would consider staying here again but I wouldn't drink at the bar!"
39,1728,"Mar 19 2009 	Very nice Hotel.	Clean Hotel Room fine Bathroom...large bath would take a week to fill...Shower a little awkward to work.. but of no great consequence. Pool is outside we didnt use it as it was still quite cool for outdoor bathing. The Hotel is located at the end of an Avenue oposite a Conservatory (Small park) it is 2-3 minutes away from a busy shopping area. We only went down this street once found it a little overpowering and crowded also everyone wanted to either sell us something or &quot;Be our Guide&quot; (for a fee of course)The Restaurant in the Reception was quite casual and served all kinds of food. The buffet looked very nice indeed, we didnt sample it because it was our first visit to India and we were over cautious at first with regards to food. The Breakfast was very nice- self service. The food we were served in the Restauirant was hot and well cooked. The staff in the Restaurant and Reception were friendly and helpfull."
40,1728,"Mar 19 2009 	Noisy!	I'm usually pretty forgiving when it comes to the service I receive at a hotel, but had to share this terrible experience from my recent stay at The Park.My husband and I needed to be up by 7 am the morning after we checked into the hotel, so we called it an early night and headed to our room at 11 pm. We could hear music/beats inside the room, so I called the front desk and inquired about the noise. They said it was coming from their club, and wouldn't reach above the 3rd floor. They asked us if we'd like to move to a room on a higher floor. We thought was nice, and agreed to change rooms. When we got to our room on the higher floor, we found we were facing the pool area, where a party was going on. Now, not only could we hear beats, but the actual words to the techno songs...clearly. No pillow over my head would make them go away. So I called the front desk again, and again, and again. In all, I probably called half a dozen times. The front desk would say the party would be ending soon, the party would end at 1, the party was just ending, the party would end at 2, etc. I was always polite when I spoke with them, letting them know I didn't think it was their fault, and asking them if they could &quot;please just turn it down&quot;, or &quot;did [they] maybe have ear plugs I could try?&quot;. All I got was that there was nothing else they could do, and that the party would end in some time. By the last couple calls, the front desk staff sounded annoyed at having to speak with me, and I was on the verge of loosing my &quot;nice.&quot; So, my husband called the front desk at 2:30 in the morning, and asked them again to please do SOMETHING about the noise. They said a manager was taking care of it. At 2:45 the music FINALLY stopped. My husband and I got less than four hours sleep.No one asked how our stay was when we checked out. I remember because I was ready to let them know how disappointed I was. I did leave a comment card, though.Even by Indian standards, the hotel was not very clean. There were MANY stains on furniture/rugs, and the rooms were dusty. It felt more like a hostel than a hotel.The door to the bathroom is about 2 feet from the bed. It's a frosted, glass, sliding door that leaves a 2 inch gap between it and the bathroom wall, so there is not complete privacy. The lighting was also a bit difficult to figure out. I've never written an online complaint about a hotel stay before, but felt compelled to do so after this experience. I would never stay at The Park again."
41,1728,"Mar 15 2009	Never go on a Friday!	We spent 2 separate nights at this hotel at the start and finish of our 3 week tour in India. The first night wasn't too problematic although the hotels 'trendy' bathroom was totally impractical - a washbasin that was too high to use comfortably, hardly anywhere to put stuff and opaque glass walls and sliding door which ensured no privacy at all! The last night, however, was something else! I don't know if Friday is the only disco night but be warned even if you are on the 4rth floor, as we were, you will not sleep at all. Not only was the music at full blast but there were also people talking and smoking in the corridor outside our room for most of the night. At 3.30 a.m. I complained to the duty manager who was kindness itself and did tell the people to shut up! The disco ended at 4 a.m. so we got a couple of hours sleep then."
42,1728,"Mar 8 2009	Barely okay rooms and lobby	We spent 4 nights here upon arrival in New Delhi as travel service had chosen hotel for us. We had no problems with check-in or check out, fast and accurrate but a representative of the travel company got us registered and we were upgraded to the club floor. The area rug in the room needed to be cleaned, the whole place felt slightly dirty. But bed and towels were clean. The club floor offered nothing different, internet access was chargeable and so was coffee. We ate breakfast here and it was fine for a buffet which catered to all different nationalities. But service was slow and got fast only after we paid the bill as the waiters were looking for a tip (even if they were not our waiter they raced over to collect it). The maid service was very uneven, vrying from outstanding to poor - no replacement of bath towels without asking, no additional coffee. The decor is an attempt to be contemporary and &quot;hip&quot; but ends up garish and tacky. Lots of small tour groups stay here (especially French). Outside of the hotel gates there are so many hawkers that the first time we had to return as they would not even allow us to walk (they blocked our path). The location of being central made no difference to us as we were picked up at the hotel and driven to the 'sights&quot;."
43,1728,"Mar 8 2009	Comfortable but not wow	Obviously taking its inspiration from the W hotels right down to leaving apples and oranges in the room. It's not luxury but it's a good base to explore Delhi from. The rooms are comfortable and generally clean but not spectacular. If you're a sensitive sleeper, the noise from the nightclub may keep you awake."
44,1728,"Feb 25 2009	Stylish but expensive if work is not paying.	The Park was an unusual choice by our tour group which doesn't really want or expect posh hotels like this but it was a good start and end to the trip. The hotel is clearly upmarket, well designed and stylish in the entrance hall and bedrooms. The staff are very friendly and service was always with a smile although felt a little slow on reception.I can't say whether its good value but the hotel is certainly popular with the local wealthy kids and they seem to have a nightclub on Saturday nights so be warned not to get a room too close to the ground floor as it disturbed a number of people in our group. Given that a coffee cost us 3.50 when we arrived everything was very expensive compared to the rest of India generally and Rs400 for an hour of internet connection shows this is more a business hotel. Water and food is better found outside the hotel unless you have deep pockets or work is picking up the bill."
45,1728,"Feb 22 2009 	Noisy Hotel Expensive Restaurant	This hotel is in close proximity of Connaught Place where my husband had dung thrown on his shoes in an attempt to mug himThe hotel is clean, but there are stains on the carpet and a noisy disco. Although the restaurant has a good choice the prices are expensive"
46,1728,"Feb 10 2009 	dirty and overpriced; yes a friendly staff but not very professional	Two of us stayed here (two rooms, on business) in early February 2009 for six night. During the course of our stay, we also went to three other hotels in New Delhi for meetings. All three were better-- much,much better-than The Park, so much so that we asked for room rates while at each and found that these others (Imperial, Taj, and one other I'm forgetting--Claridges?) were in the same price range. I've never bothered writing a review before but this place cost so much, and the rooms were so filthy and rundown, that I had to warn others. I'm not sure if the other reviews here are from real people or from the hotel; they're just too positive. The staff was all pleasant and the area by the pool isn't unattractive,but the loud,obnoxious and constant music there made even a normal conversation almost impossible. I was certain the sockets in my room would explode, so I unplugged my laptop and other electrical devices everyday. The wait staff was in the hotel restaurant was friendly but there are so many working that they get in each other's way,sitting multiple parties at one table (without knowing they've done so). We will not return."
47,1728,"Jan 28 2009 	Nice rooms but noisy	We stayed at the Park for 2 nights. We arrived late on the Friday night and a hotel car picked us up from Indri Gandhi airport - a good call as it's a bit much when you step off the plane!! The hotel itself is nice and central. Security in high force. Room decent size and modern - although not especially clean (particularly the bathroom). The rooms are not sound proofed and the road outside is very busy - lots of beeping (as with everywhere in India!) and shouting - perhaps this was as it was Friday and Saturday night. There was also a lot of pigeons and no nails or anything on the outside window sill to stop loads of them landing and cooing constantly. The bar area is obviously party central for rich Indians - and probably fun if you can join in. But, we had a 5am start so we ate in Fire (very tasty - lovely pepper chocolate truffles with the bill) and headed to bed. When we checked out at 5am (after disturbances in the hallway throughout the night - despite being on the 7th floor) - the bar was just kicking out. Whilst it was nothing compared to London bars - it was still off putting for an expensive hotel and there was a number of drunk men hanging around - even the receptionist seemed embarrassed. On the plus side - the travel centre sorted out some changes in our itinerary and booked some train travel for us - they were very helpful."
48,1728,"Jan 9 2009 	Enjoyed the Park very comfortable	Our agent moved us here at the last minute so I did not have a chance to check it out on Trip Adviser ahead of time. I was very pleased. Security at the front door was in full force. The staff was ultra courteous, the room was small but spotless and the bed comfortable. Nice art on the walls and some sculpture, too. Fresh fruit was waiting for us. Service requests were fulfilled promptly. The restaurant had a wonderful breakfast buffet with many made-to-order items. There was variety from standard Indian fare to Chinese and western-style selections. This was our first trip to Delhi so I was a little anxious about the neighborhood but soon learned it was pretty normal for Delhi. We spotted several monkeys frolicking on the roof of a building behind the hotel that looked like a school. After walking around for a while and being bombarded with the Delhi stimuli, it was a relief to return to the peaceful hotel. The exercise room was well-equipped. It was too cold to use the pool but they were cleaning it anyway. Definitely would stay there again."
49,1728,"Dec 3 2008 	Wonderful birthday weekend	From the moment we stopped our vehicle, we were escourted to the front desk and immediately received attention. Due to it being our birthday weekend, we were upgraded and treated like a king and queen. The rooms were tastefully decorated. The bath tub, which an entire family could fit in, was the highlight. We enjoyed that thoroughly. The room was warm and comfortable and the bathrooms were tidy and clean. The room service was excellent and food was divine. Our birthday morning, was so special. All the staff wished us. At breakfast we were well taken care off, the waiters, always on the go. Even though it was our birthdays, my husband and I noticed that this is the overall treatment of all guests, which was excellent to behold. Nowhere did we see, such enthusiasm in being so helpful. We admired that about the staff at the hotel. We certainly left with wonderful memories and an unforgetable birthday."
50,1728,"Nov 14 2008 	Not worth the money!	Exterior is ugly but in good location. Interior is retro and rather nice, but in need of updating, due to wear and tear.We booked a 'luxury' room and paid a luxury price for it, however, the room was very small and although attractive, there was absolutely nothing luxury about it! The bathroom was also very small and the moldy grouting, dirty toiletries, lack of towels (and not at all fresh smelling) made me very resentful of the price I had paid.The worst part of our stay was the LOUD, THUMPING music that was playing until 6am on both of the nights we stayed at the hotel. Our travel agents omitted to inform us that the hotel has a very renowned bar/club that attracts all the young generation in Delhi. In fact it is so popular that the music does not end until 6am!!!!!! My husband called reception at 6.30am to ask what all the noise was about and he was told that they did not know what he referring to. As we were checking out at 4am the next day we saw for ourselves exactly what had caused the vibrations that had been coming through our pillows!! I was fuming!! As a small boutique hotel they are certainly not equipped to be hosting late night parties and then denying knowing any reason of where noise is coming from when grouchy guests call reception when they are woken up!The service generally was rubbish and we didn't even get a 'goodbye' from the receptionist when we were checking out. The only good thing about the hotel is the location, decent food and moderate decor. Other than that it is overpriced, rooms are too small, staff are rude and the loud music is really off putting when trying to get to sleep! I would NOT stay there again!"
51,1728,"Nov 6 2008 	Slick property great location	This hotel was under renovation then but parts of it were operational. Conran and partners have done a fabulous job in terms of revamping this property. As you enter you are greeted by blue and pink interiors which they all boutique.On the lobby level there is the MIST coffee shop which served wood fired pizzas. Also they have India restaurant called Fire which serves great food.Room we got was on 4th floor. Size of the room was small but it was comfortable. Decor was good but housekeeping was not upto the mark. If you are two people then the glass bathroom is not very nice.Overall, location is great and service above average. Not outstanding but decent enough experience."
52,1728,"Nov 5 2008 	Bad services rude staff	This is another expensive hotel in Delhi....The hotel itself is nice, good, well decorated rooms. But the service and staff is terrible. Got a wake up call at 4am that was not required (later I discover it was by mistake!). Despite telling the operator that I didn't require that wake up call, I got a reminder wake up call at 4:30 (unbelievable). Complained again and, to complete the mess, got someone coming to my room at 5:30 to offer a T-Shirt (from an ongoing convention). My original plan was to wake-up at 7:30 and leave for a working day! While checking-out, did complain to the staff, who was incredibly rude, asking me to wait for the manager...The manager came and, with that face and eyes looking for nowhere said &quot;I'm sorry&quot; and that was it. Maybe that was a very unlucky day for me but I'll never take a chance in this hotel again."
53,1728,"Oct 30 2008	Poor Management --- money stolen from room by staff	The most significant point in this review is that we feel we were robbed by the hotel staff --- literally robbed. When we went to breakfast the last morning we left things in our room, out of the safe (shame on us - we ALWAYS use the safe) because we were only going to be gone 45 minutes and we were re-charging our DVD and iPod. Luckily for us the person who cleaned our room only got into the purse and stole $170. When we left our room with the &quot;Do Not Disturb&quot; sign on the door (from the previous evening - no one had knocked all night or morning) and the T.V. on so staff (or anyone else) would not come in or knock. Unfortunately our room was very close to the elevator and the person who cleans our room was right there as we left (the only person on that floor who saw us). He asked us if we had laundry to pick up. When we said no he asked when we were checking out. We told him we were checking out that afternoon. Upon coming back from b-fast we noticed that money was missing. I notified the front desk about our missing money and asked if their system could track entries into our room. When we came back to the hotel early afternoon they notified us that the room was entered once and it was by the person who cleans our room. He said he was checking for laundry (?) because our clean room sign was on the door (it was not). He then changed his story (they said it was a language thing) and said he was in there to clean the room ---- but NOTHING had been done. If something had been done it would then have been obvious to us that HE had been in our room. The management assured us that they would investigate and take care of this. Not a single thing was done and never --- not once --- did they even call our room or leave a message as to what was transpiring. I believe this is not an isolated incident and it supports some of the other complaints in T.A. about management here.We were here on a tour with Gate One. Pros: Food was good., location not bad, rooms were clean and modern.Cons: Obviously our stolen money and management's poor/non-existent follow-up, the elevators are VERY slow (one being out of service), the pool was unusable due to construction,"
54,1728,"Sep 27 2008	Interesting and different	Apart from the excessive wait to have our luggage delivered to our room - Tip - wrestle the porter and take it yourself - I can recommend.Centrally located and a short walk from Central Cottage Industries ( a must).Gin and Tonic in the bar is good, but at a price that would make you faint...Rooms very modern and lovely bathroom, although the glass enclosure would be rather offputting if you were suffering from Delhi Belly and wanted a bit of privacy from your room mate.Breakfast is not to be missed with a Dosa and Omlette chef and smoked salmon."
55,1728,"Sep 16 2008 	Good Location but poor Decor	We have just returned after staying at this hotel for 9 nights . We found the location to be excellent and staffs were helpful. Breakfast was also good.Beside the above there is nothing good to say about the hotel. Rooms are too small and there is no space for your suitcases. When we checked in, our rooms were not particularly clean and I don't think the sheets had been changed. The Towels had stains and the bath Robes looked dirty as well. We immediately complained and they changed our bed linen and towels. We also complained about the size of the room and if we can be moved to another rooms as we had 2 rooms with long stay. Our request was not honoured and we were advised that only rooms available are in their Residence category with high rates. It is a run down hotel with dirty carpets in the corridor. Food in the Restaurant is too expensive. One day we just had 3 portions of toasted sandwiches and 1 portion of French Fries which costed us around 35.00. Our room keys never worked and we had to swipe the card 10 - 15 times . We asked the the reception to reprogramme it and it still did not work. Housekeeping needs to improve as most days they forgot to replace towels.At the Mist restaurant it appeared that residence guest do not have priority as we were refused a table in the non smoking area as they were all booked . Staff at the front desk were aware of our dissatisfaction but nothing was done.In my view this is 4 star hotel and no where close to 5 star in terms of hotel dcor, room size and cleanliness . In the past I have stayed at Grand Intercontinental which a true 5 star Hotel. I would not return back to this hotel in future and will not recommend to any friends"
56,1728,"Sep 1 2008 	OLD and RUN DOWN. NEED A FULL MAKEOVER IMMEDIATELY!	This hotel is very run down. Everthing is old and run down.The lights and stuff is also old and run down and don't always workThe key has to be swiped several times in order to work.Food is too expensive and in fact for the condition that hotel is in, the hotel price is far to expensive and should not be regarded as a five star hotel. Staff is helpful and friendly but slow.Rather stay at the Le Meridien for the same price and get a better new mordern hotel."
57,1728,"Aug 31 2008 	Where are we	We stayed here on two accasions between tour on our India Holiday. I must say that from the outset l felt as if we were back in the 70's in Australia.It is indeed different, and somwehat corny. The hotel is fitted out as the 70's, which is OK but indeed different.The drinks and food were excellent, in fact at breakfast whilse we ate European the staff presented us with a dish of varied indian foods and explained it all to us. Greatly appreciated.On our second time to the hotel, we were treated like royalty. Tips do work. We were upgraded, andcould not have asked for better service.Location is good, just watch for the Monkeys.Next time l would prefer a more Indian Hotel, l think."
58,1728,"Jul 28 2008 	Bad Management	The amenities in the hotel some how above the average of most of the other hotels in Delhi. However it shows that its getting old and need a complete makeover.But the reason why I wouldn't stay in that hotel again is the Staff,Staff is very very uneducated (including the managers). Give them any chance they will try to fool you and try to make the life somewhat easier for themselves.And the most horrible thing is they don't have any limits when they are asking for the bill. Doesn't matter if you are resting by the pool or exercising at the gym, somebody will come and question you about what you are doing there..."
59,1728,"Jul 18 2008 	Convenient	We stayed at the Hotel in April - my husband was on business and I was on holiday. The Hotel is tired and needs a refit, we were both a bit disappointed when we arrived as it is classed as a five star Hotel and clearly it isn't.. Our room wasn't particularly clean and I don't think the sheets had been changed. The view from our room was just an awful derelict site. Our room keys never worked and I had to go back down to reception several times a day to get them reprogrammed. The food was good in the restaurant and the bar service attentive, but expensive!! The pool area was okay, but there was a real problem with flies, which made it unpleasant to sit out and the pool bar had a problem with cooling so all the drinks were warm. I had a spa treatment, which was excellent. The staff were very friendly, but desperate for tips, so make sure to take a good supply of lower denomination notes."
60,1728,"May 2 2008	Liked The Park	This is a nice hotel. It is in a very good location for walking into Connaught Circus, walking to the Bangla Sahib Temple and is directly opposite the Janta Mantar observatory. The food was good and the rooms clean and quite civilised."
61,1728,"May 1 2008 	Bad value for money	I stayed at the Park for business purposes. It is a modern hotel (futuristic meets retro) with beautiful rooms -- lots of glass and marble and nice amenities. However the fundamentals of this hotel are extremely week. There is a 24 hour dance bar on the main floor however no matter what floor you are on you hear the pounding beat -- I was on the 4th floor, a colleague was on the 7th floor, and we both heard it. It woke me up around 3 am and you can also hear people from outside. If you want to sleep this is not a good bet. Another poor feature is the lack of expertise of the hotel staff. The front desk is staffed by very young, beautiful locals but they are horribly inexperienced, verging on inept. For example, I was having problems with my room key and went down to complain I could not get into my room. The front desk staff gave me another electronic key, I went back up to find the same problem. I went down again and they asked me if I had the right room. I had to argue with them -- it was quite ridiculous especially at 10pm when you just want to get to your room and get ready for bed.The restaurant is quite nice and it is near some shopping areas so the location is good, but overall I felt this was very poor value for money (I think the room was around 350 USD per night). I would not recommend it."
62,1728,"Apr 21 2008 	Dirty poor service but pretty central	This hotel is according to many locals The posh and most Fashionable hotel of New Delhi so we decided to give it a try. We booked via their website and asked for a non smoking room, we got given a smoking room. We managed after an hour of negotiation to get the room we asked for in the first place (the receptionist said she was doing us a favor!).The room was tiny but manageable for a couple. The biggest turn off was how dusty and generally disgusting the room was. Not to mention the sheets that had blood stains on them! The frosted glass separating the bathroom from the main bedroom was covered with unidentified traces. The hotel is in general bad condition .The restaurants white walls are covered with food stains.. .Needless to say we only stayed one night and quickly checked out. I would have believed in Murphys Law if we have not met at breakfast another couple that was as disappointed as we were.To add on to our list of negative experience, our bill was not correct and we had to argue it out with the receptionistand we were not the only ones doing so it seemed that most of the clients checking out as we did, had something to complain about to the managerMy husband and I have been many times in India and we have gotten a pretty good idea of what to expect for which price range but this is by far the biggest disappointment. For the same price you might as well stay at the Claridge even if it is a bit out of town it is worth the 10min longer cab ride to the city center."
